stock_id,name,market,close,pct_change,turnover,volume,foreign_net,invest_net,score
1605,華新,TWSE,33.45,5.687203791469194,6703778205,201756824,50120962,4306000,41.37440758293839
3006,晶豪科,TWSE,105.0,8.92116182572614,5926860410,57458055,15028530,0,37.842323651452276
3701,大眾控,TWSE,52.3,7.392197125256675,1668235639,34046401,935000,0,34.13439425051335
6443,元晶,TWSE,29.1,8.582089552238806,643324993,22574925,1811800,0,33.597429034477614
1608,華榮,TWSE,39.5,6.612685560053983,1382462734,35323471,5856660,-2000,33.20537112010796
8422,可寧衛*,TWSE,26.65,8.775510204081632,1663679387,64045354,-1494283,14055000,32.55102040816327
6257,矽格,TWSE,109.5,8.415841584158416,3176018447,29410974,6520626,-3173000,31.83168316831683
2493,揚博,TWSE,112.5,8.173076923076923,413787334,3827874,276928,0,23.253307186153847
